0,2018-06-16 15:11:00.219373,7165foo@bar.com,7165
1,2018-06-16 15:12:00.219373,7355foo@bar.com,7355
2,2018-06-16 15:13:00.219373,7226foo@bar.com,7226
3,2018-06-16 15:14:00.219373,1667foo@bar.com,1667
4,2018-06-16 15:15:00.219373,3680foo@bar.com,3680
5,2018-06-16 15:16:00.219373,6484foo@bar.com,6484
6,2018-06-16 15:17:00.219373,6046foo@bar.com,6046
7,2018-06-16 15:18:00.219373,8557foo@bar.com,8557
8,2018-06-16 15:19:00.219373,1295foo@bar.com,1295
9,2018-06-16 15:20:00.219373,2561foo@bar.com,2561
10,2018-06-16 15:21:00.219373,7752foo@bar.com,7752
11,2018-06-16 15:22:00.219373,7993foo@bar.com,7993
12,2018-06-16 15:23:00.219373,1622foo@bar.com,1622
13,2018-06-16 15:24:00.219373,1608foo@bar.com,1608
14,2018-06-16 15:25:00.219373,3292foo@bar.com,3292
15,2018-06-16 15:26:00.219373,8177foo@bar.com,8177
16,2018-06-16 15:27:00.219373,9228foo@bar.com,9228
17,2018-06-16 15:28:00.219373,2167foo@bar.com,2167
18,2018-06-16 15:29:00.219373,8226foo@bar.com,8226
19,2018-06-16 15:30:00.219373,2394foo@bar.com,2394
20,2018-06-16 15:31:00.219373,3452foo@bar.com,3452
21,2018-06-16 15:32:00.219373,2116foo@bar.com,2116
22,2018-06-16 15:33:00.219373,7651foo@bar.com,7651
23,2018-06-16 15:34:00.219373,5078foo@bar.com,5078
24,2018-06-16 15:35:00.219373,8788foo@bar.com,8788
25,2018-06-16 15:36:00.219373,4095foo@bar.com,4095
26,2018-06-16 15:37:00.219373,2270foo@bar.com,2270
27,2018-06-16 15:38:00.219373,9337foo@bar.com,9337
28,2018-06-16 15:39:00.219373,8125foo@bar.com,8125
29,2018-06-16 15:40:00.219373,6904foo@bar.com,6904
30,2018-06-16 15:41:00.219373,4045foo@bar.com,4045
31,2018-06-16 15:42:00.219373,1637foo@bar.com,1637
32,2018-06-16 15:43:00.219373,9206foo@bar.com,9206
33,2018-06-16 15:44:00.219373,7644foo@bar.com,7644
34,2018-06-16 15:45:00.219373,5441foo@bar.com,5441
35,2018-06-16 15:46:00.219373,8992foo@bar.com,8992
36,2018-06-16 15:47:00.219373,4155foo@bar.com,4155
37,2018-06-16 15:48:00.219373,6121foo@bar.com,6121
38,2018-06-16 15:49:00.219373,8317foo@bar.com,8317
39,2018-06-16 15:50:00.219373,7718foo@bar.com,7718
40,2018-06-16 15:51:00.219373,4100foo@bar.com,4100
41,2018-06-16 15:52:00.219373,2777foo@bar.com,2777
42,2018-06-16 15:53:00.219373,6845foo@bar.com,6845
43,2018-06-16 15:54:00.219373,186foo@bar.com,186
44,2018-06-16 15:55:00.219373,2002foo@bar.com,2002
45,2018-06-16 15:56:00.219373,2657foo@bar.com,2657
46,2018-06-16 15:57:00.219373,8140foo@bar.com,8140
47,2018-06-16 15:58:00.219373,4503foo@bar.com,4503
48,2018-06-16 15:59:00.219373,8433foo@bar.com,8433
49,2018-06-16 16:00:00.219373,3579foo@bar.com,3579
50,2018-06-16 16:01:00.219373,4578foo@bar.com,4578
51,2018-06-16 16:02:00.219373,1651foo@bar.com,1651
52,2018-06-16 16:03:00.219373,9222foo@bar.com,9222
53,2018-06-16 16:04:00.219373,8904foo@bar.com,8904
54,2018-06-16 16:05:00.219373,8745foo@bar.com,8745
55,2018-06-16 16:06:00.219373,3246foo@bar.com,3246
56,2018-06-16 16:07:00.219373,1869foo@bar.com,1869
57,2018-06-16 16:08:00.219373,6002foo@bar.com,6002
58,2018-06-16 16:09:00.219373,4233foo@bar.com,4233
59,2018-06-16 16:10:00.219373,578foo@bar.com,578
60,2018-06-16 16:11:00.219373,6827foo@bar.com,6827
61,2018-06-16 16:12:00.219373,867foo@bar.com,867
62,2018-06-16 16:13:00.219373,330foo@bar.com,330
63,2018-06-16 16:14:00.219373,1055foo@bar.com,1055
64,2018-06-16 16:15:00.219373,6596foo@bar.com,6596
65,2018-06-16 16:16:00.219373,2068foo@bar.com,2068
66,2018-06-16 16:17:00.219373,7093foo@bar.com,7093
67,2018-06-16 16:18:00.219373,3459foo@bar.com,3459
68,2018-06-16 16:19:00.219373,1040foo@bar.com,1040
69,2018-06-16 16:20:00.219373,5190foo@bar.com,5190
70,2018-06-16 16:21:00.219373,7321foo@bar.com,7321
71,2018-06-16 16:22:00.219373,7245foo@bar.com,7245
72,2018-06-16 16:23:00.219373,6605foo@bar.com,6605
73,2018-06-16 16:24:00.219373,9314foo@bar.com,9314
74,2018-06-16 16:25:00.219373,5649foo@bar.com,5649
75,2018-06-16 16:26:00.219373,9518foo@bar.com,9518
76,2018-06-16 16:27:00.219373,2712foo@bar.com,2712
77,2018-06-16 16:28:00.219373,3606foo@bar.com,3606
78,2018-06-16 16:29:00.219373,5586foo@bar.com,5586
79,2018-06-16 16:30:00.219373,9509foo@bar.com,9509
80,2018-06-16 16:31:00.219373,1262foo@bar.com,1262
81,2018-06-16 16:32:00.219373,7817foo@bar.com,7817
82,2018-06-16 16:33:00.219373,6587foo@bar.com,6587
83,2018-06-16 16:34:00.219373,8554foo@bar.com,8554
84,2018-06-16 16:35:00.219373,2638foo@bar.com,2638
