0,2018-06-16 14:11:00.055493,Campaign A,0
1,2018-06-16 14:12:00.055493,Campaign B,1
2,2018-06-16 14:13:00.055493,Campaign C,2
3,2018-06-16 14:14:00.055493,Campaign A,3
4,2018-06-16 14:15:00.055493,Campaign B,4
5,2018-06-16 14:16:00.055493,Campaign C,5
6,2018-06-16 14:17:00.055493,Campaign A,6
7,2018-06-16 14:18:00.055493,Campaign B,7
8,2018-06-16 14:19:00.055493,Campaign C,8
9,2018-06-16 14:20:00.055493,Campaign A,9
10,2018-06-16 14:21:00.055493,Campaign B,10
11,2018-06-16 14:22:00.055493,Campaign C,11
12,2018-06-16 14:23:00.055493,Campaign A,12
13,2018-06-16 14:24:00.055493,Campaign B,13
14,2018-06-16 14:25:00.055493,Campaign C,14
15,2018-06-16 14:26:00.055493,Campaign A,15
16,2018-06-16 14:27:00.055493,Campaign B,16
17,2018-06-16 14:28:00.055493,Campaign C,17
18,2018-06-16 14:29:00.055493,Campaign A,18
19,2018-06-16 14:30:00.055493,Campaign B,19
20,2018-06-16 14:31:00.055493,Campaign C,20
21,2018-06-16 14:32:00.055493,Campaign A,21
22,2018-06-16 14:33:00.055493,Campaign B,22
23,2018-06-16 14:34:00.055493,Campaign C,23
24,2018-06-16 14:35:00.055493,Campaign A,24
25,2018-06-16 14:36:00.055493,Campaign B,25
26,2018-06-16 14:37:00.055493,Campaign C,26
27,2018-06-16 14:38:00.055493,Campaign A,27
28,2018-06-16 14:39:00.055493,Campaign B,28
29,2018-06-16 14:40:00.055493,Campaign C,29
30,2018-06-16 14:41:00.055493,Campaign A,30
31,2018-06-16 14:42:00.055493,Campaign B,31
32,2018-06-16 14:43:00.055493,Campaign C,32
33,2018-06-16 14:44:00.055493,Campaign A,33
34,2018-06-16 14:45:00.055493,Campaign B,34
35,2018-06-16 14:46:00.055493,Campaign C,35
36,2018-06-16 14:47:00.055493,Campaign A,36
37,2018-06-16 14:48:00.055493,Campaign B,37
38,2018-06-16 14:49:00.055493,Campaign C,38
39,2018-06-16 14:50:00.055493,Campaign A,39
40,2018-06-16 14:51:00.055493,Campaign B,40
41,2018-06-16 14:52:00.055493,Campaign C,41
42,2018-06-16 14:53:00.055493,Campaign A,42
43,2018-06-16 14:54:00.055493,Campaign B,43
44,2018-06-16 14:55:00.055493,Campaign C,44
45,2018-06-16 14:56:00.055493,Campaign A,45
46,2018-06-16 14:57:00.055493,Campaign B,46
47,2018-06-16 14:58:00.055493,Campaign C,47
48,2018-06-16 14:59:00.055493,Campaign A,48
49,2018-06-16 15:00:00.055493,Campaign B,49
50,2018-06-16 15:01:00.055493,Campaign C,50
51,2018-06-16 15:02:00.055493,Campaign A,51
52,2018-06-16 15:03:00.055493,Campaign B,52
53,2018-06-16 15:04:00.055493,Campaign C,53
54,2018-06-16 15:05:00.055493,Campaign A,54
55,2018-06-16 15:06:00.055493,Campaign B,55
56,2018-06-16 15:07:00.055493,Campaign C,56
57,2018-06-16 15:08:00.055493,Campaign A,57
58,2018-06-16 15:09:00.055493,Campaign B,58
59,2018-06-16 15:10:00.055493,Campaign C,59
60,2018-06-16 15:11:00.055493,Campaign A,60
61,2018-06-16 15:12:00.055493,Campaign B,61
62,2018-06-16 15:13:00.055493,Campaign C,62
63,2018-06-16 15:14:00.055493,Campaign A,63
64,2018-06-16 15:15:00.055493,Campaign B,64
65,2018-06-16 15:16:00.055493,Campaign C,65
66,2018-06-16 15:17:00.055493,Campaign A,66
67,2018-06-16 15:18:00.055493,Campaign B,67
68,2018-06-16 15:19:00.055493,Campaign C,68
69,2018-06-16 15:20:00.055493,Campaign A,69
70,2018-06-16 15:21:00.055493,Campaign B,70
71,2018-06-16 15:22:00.055493,Campaign C,71
72,2018-06-16 15:23:00.055493,Campaign A,72
73,2018-06-16 15:24:00.055493,Campaign B,73
74,2018-06-16 15:25:00.055493,Campaign C,74
75,2018-06-16 15:26:00.055493,Campaign A,75
76,2018-06-16 15:27:00.055493,Campaign B,76
77,2018-06-16 15:28:00.055493,Campaign C,77
78,2018-06-16 15:29:00.055493,Campaign A,78
79,2018-06-16 15:30:00.055493,Campaign B,79
80,2018-06-16 15:31:00.055493,Campaign C,80
81,2018-06-16 15:32:00.055493,Campaign A,81
82,2018-06-16 15:33:00.055493,Campaign B,82
83,2018-06-16 15:34:00.055493,Campaign C,83
84,2018-06-16 15:35:00.055493,Campaign A,84
85,2018-06-16 15:36:00.055493,Campaign B,85
86,2018-06-16 15:37:00.055493,Campaign C,86
87,2018-06-16 15:38:00.055493,Campaign A,87
88,2018-06-16 15:39:00.055493,Campaign B,88
89,2018-06-16 15:40:00.055493,Campaign C,89
90,2018-06-16 15:41:00.055493,Campaign A,90
91,2018-06-16 15:42:00.055493,Campaign B,91
